section,start_page,end_page,id,filename
"2.5.3 Free, Prior and Informed Consent (G5.2) 63",3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.4 Property Rights Protection (G5.3) 64,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.5 Illegal Activity Identification (G5.4) 64,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.6 Ongoing Disputes (G5.5) 64,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.7 National and Local Laws (G5.6) 64,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.8 Approvals (G5.7) 68,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.9 Project Ownership (G5.8) 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.10 Management of Double Counting Risk (G5.9) 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.11 Emissions Trading Programs and Other Binding Limits 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.12 Other Forms of Environmental Credit 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.13 Participation under Other GHG Programs 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.14 Projects Rejected by Other GHG Programs 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
2.5.15 Double Counting (G5.9) 69,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1 Application of Methodology 70,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.1 Title and Reference of Methodology 70,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.2 Applicability of Methodology 70,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.3 Project Boundary 73,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.4 Baseline Scenario 76,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.5 Additionality 78,3,3,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.1.6 Methodology Deviations 80,3,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.2 Quantification of GHG Emission Reductions and Removals 83,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.2.1 Baseline Emissions 83,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.2.2 Project Emissions 84,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.2.3 Leakage 88,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.2.4 Net GHG Emission Reductions and Removals 89,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3 Monitoring 91,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3.1 Data and Parameters Available at Validation 91,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3.2 Data and Parameters Monitored 102,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3.3 Monitoring Plan 111,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3.4 Dissemination of Monitoring Plan and Results (CL4.2) 112,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.4 Optional Criterion: Climate Change Adaptation Benefits 113,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.4.1 Regional Climate Change Scenarios (GL1.1) 113,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.4.2 Climate Change Impacts (GL1.2) 114,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.4.3 Measures Needed and Designed for Adaptation (GL1.3) 115,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.1 Without-Project Community Scenario 117,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.1.1 Descriptions of Communities at Project Start (CM1.1) 117,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.1.2 Interactions between Communities and Community Groups (CM1.1) 124,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.1.3 High Conservation Values (CM1.2) 124,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.1.4 Without-Project Scenario: Community (CM1.3) 125,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.2 Net Positive Community Impacts 126,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.2.1 Expected Community Impacts (CM2.1) 126,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.2.2 Negative Community Impact Mitigation (CM2.2) 130,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"4.2.3 Net Positive Community Well-Being (CM2.3, GL1.4) 130",4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.2.4 High Conservation Values Protected (CM2.4) 131,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.3 Other Stakeholder Impacts 131,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.3.1 Impacts on Other Stakeholders (CM3.1) 131,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.3.2 Mitigation of Negative Impacts on Other Stakeholders (CM3.2) 132,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.3.3 Net Impacts on Other Stakeholders (CM3.3) 132,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.4 Community Impact Monitoring 132,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"4.4.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5) 132",4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.4.2 Monitoring Plan Dissemination (CM4.3) 134,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5 Optional Criterion: Exceptional Community Benefits 134,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.1 Exceptional Community Criteria (GL2.1) 134,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.2 Short-term and Long-term Community Benefits (GL2.2) 134,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.3 Community Participation Risks (GL2.3) 135,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.4 Marginalized and/or Vulnerable Community Groups (GL2.4) 135,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.5 Net Impacts on Women (GL2.5) 136,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.6 Benefit Sharing Mechanisms (GL2.6) 137,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"4.5.7 Benefits, Costs, and Risks Communication (GL2.7) 137",4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.8 Governance and Implementation Structures (GL2.8) 137,4,4,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
4.5.9 Smallholders/Community Members Capacity Development (GL2.9) 137,4,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.1 Without-Project Biodiversity Scenario 138,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.1.1 Existing Conditions (B1.1) 138,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.1.2 High Conservation Values (B1.2) 140,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.1.3 Without-project Scenario: Biodiversity (B1.3) 146,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2 Net Positive Biodiversity Impacts 147,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.1 Expected Biodiversity Changes (B2.1) 147,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.2 Mitigation Measures (B2.3) 148,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"5.2.3 Net Positive Biodiversity Impacts (B2.2, GL1.4) 148",5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.4 High Conservation Values Protected (B2.4) 148,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.5 Species Used (B2.5) 149,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.6 Invasive Species (B2.5) 149,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.7 Impacts of Non-native Species (B2.6) 149,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.8 GMO Exclusion (B2.7) 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.9 Inputs Justification (B2.8) 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.2.10 Waste Products (B2.9) 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.3 Offsite Biodiversity Impacts 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.3.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Measures (B3.2) 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.3.2 Net Offsite Biodiversity Benefits (B3.3) 150,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.4 Biodiversity Impact Monitoring 151,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"5.4.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4) 151",5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.4.2 Biodiversity Monitoring Plan Dissemination (B4.3) 153,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.5 Optional Criterion: Exceptional Biodiversity Benefits 153,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
5.5.1 High Biodiversity Conservation Priority Status (GL3.1) 153,5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
"5.5.2 Trigger Species Population Trends (GL3.2, GL3.3) 154",5,5,2623,2623_202305_ccb_vcs_project_description_komaza_clean.pdf
3.3.1 Total ex ante estimated actual net carbon stock changes and emissions of non-CO2,148,148,977,977_rmdlt_vcs_pd_final_vcs_update_aug_2014.pdf
2.5.3 Common Practice 56,2,2,838,838_proj_desc_838_29apr2011.pdf
2.6 Leakage 57,2,2,838,838_proj_desc_838_29apr2011.pdf
2.6.1 Leakage equation 57,2,2,838,838_proj_desc_838_29apr2011.pdf
2.6.2 Terms in leakage equation 58,2,2,838,838_proj_desc_838_29apr2011.pdf
2.6.3 Ex ante leakage calculation 59,2,2,838,838_proj_desc_838_29apr2011.pdf
2.6.4 Further discussion on leakage 63,2,2,838,838_proj_desc_838_29apr2011.pdf
3.1 Title and reference of the VCS methodology 66,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2 Monitoring 66,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2.1 Monitoring approach 66,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2.2 Field measurement protocols 69,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2.3 Data analysis 70,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2.4 Quality control and data archiving 70,2,2,838,838_proj_desc_838_29apr2011.pdf
3.2.5 Leakage monitoring 72,2,2,838,838_proj_desc_838_29apr2011.pdf
3.3 Data and parameters monitored 72,2,2,838,838_proj_desc_838_29apr2011.pdf
4.1 Explanation of methodological choice 74,2,2,838,838_proj_desc_838_29apr2011.pdf
4.2 Quantifying GHG emissions and/or removals for the baseline scenario 74,2,2,838,838_proj_desc_838_29apr2011.pdf
4.3 Quantifying GHG emissions and/or removals for the project 75,2,2,838,838_proj_desc_838_29apr2011.pdf
4.4 Quantifying GHG emission reductions and removal enhancements for the GHG project 76,2,16,838,838_proj_desc_838_29apr2011.pdf
1.7.1 Historical conditions in the Lower Mississippi Valley,16,18,838,838_proj_desc_838_29apr2011.pdf
1.7.2 Conditions on project area prior to planting,18,18,838,838_proj_desc_838_29apr2011.pdf
1.7.3 Eligibility,18,23,838,838_proj_desc_838_29apr2011.pdf
1.8 A description of how the project will achieve GHG emission,23,23,838,838_proj_desc_838_29apr2011.pdf
"1.9 Project technologies, products, services and the expected",23,24,838,838_proj_desc_838_29apr2011.pdf
1.10 Compliance with relevant local laws and regulations,24,25,838,838_proj_desc_838_29apr2011.pdf
1.11 Identification of risks that may substantially affect the,25,36,838,838_proj_desc_838_29apr2011.pdf
1.12 Demonstration to confirm that the project was not,36,36,838,838_proj_desc_838_29apr2011.pdf
1.13 Demonstration that the project has not created another,36,36,838,838_proj_desc_838_29apr2011.pdf
1.14 Project rejected under other GHG programs,36,36,838,838_proj_desc_838_29apr2011.pdf
"1.15 Project proponents roles and responsibilities, including",36,38,838,838_proj_desc_838_29apr2011.pdf
1.16 Any information relevant for the eligibility of the project,38,38,838,838_proj_desc_838_29apr2011.pdf
1.17 List of commercially sensitive information,38,39,838,838_proj_desc_838_29apr2011.pdf
2.1 Title and reference of the VCS methodology applied to the,39,39,838,838_proj_desc_838_29apr2011.pdf
2.2 Justification of the choice of the methodology and why it is,39,43,838,838_proj_desc_838_29apr2011.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the",43,47,838,838_proj_desc_838_29apr2011.pdf
2.4 Description of how the baseline scenario is identified and,47,47,838,838_proj_desc_838_29apr2011.pdf
2.4.1 Continuation of pre-project land-use – annual row crop agriculture,47,48,838,838_proj_desc_838_29apr2011.pdf
2.5.2. Cultivation would continue with either the landowner directly engaged in farming or,48,55,838,838_proj_desc_838_29apr2011.pdf
2.5.3 Common Practice,55,56,838,838_proj_desc_838_29apr2011.pdf
2.6 Leakage,56,56,838,838_proj_desc_838_29apr2011.pdf
2.6.1 Leakage equation,56,57,838,838_proj_desc_838_29apr2011.pdf
2.6.2 Terms in leakage equation,57,58,838,838_proj_desc_838_29apr2011.pdf
2.6.3 Ex ante leakage calculation,58,62,838,838_proj_desc_838_29apr2011.pdf
2.6.4 Further discussion on leakage,62,65,838,838_proj_desc_838_29apr2011.pdf
3.1 Title and reference of the VCS methodology (which,65,65,838,838_proj_desc_838_29apr2011.pdf
"3.2 Monitoring, including estimation, modeling, measurement",65,65,838,838_proj_desc_838_29apr2011.pdf
3.2.1 Monitoring approach,65,68,838,838_proj_desc_838_29apr2011.pdf
3.2.2 Field measurement protocols,68,69,838,838_proj_desc_838_29apr2011.pdf
3.2.3 Data analysis for above and belowground biomass and dead wood,69,69,838,838_proj_desc_838_29apr2011.pdf
3.2.4 Quality control and data archiving,69,71,838,838_proj_desc_838_29apr2011.pdf
3.3 Data and parameters monitored,71,73,838,838_proj_desc_838_29apr2011.pdf
4.1 Explanation of methodological choice,73,73,838,838_proj_desc_838_29apr2011.pdf
4.2 Quantifying GHG emissions and/or removals for the,73,74,838,838_proj_desc_838_29apr2011.pdf
4.3 Quantifying GHG emissions and/or removals for the project,74,75,838,838_proj_desc_838_29apr2011.pdf
4.4 Quantifying GHG emission reductions and removal,75,75,838,838_proj_desc_838_29apr2011.pdf
A.1 Title of the project activity:,1,1,95,95_pdd_0022a_070116.pdf
A.2. Description of the project activity:,1,1,95,95_pdd_0022a_070116.pdf
A.3. Project participants:,1,1,95,95_pdd_0022a_070116.pdf
A.4. Technical description of the project activity:,1,1,95,95_pdd_0022a_070116.pdf
A.4.1. Location of the project activity:,1,2,95,95_pdd_0022a_070116.pdf
A.4.2. Category (ies) of project activity:,2,3,95,95_pdd_0022a_070116.pdf
A.4.3. Technology to be employed by the project activity:,3,3,95,95_pdd_0022a_070116.pdf
A.4.4. Brief explanation of how the anthropogenic emissions of anthropogenic greenhouse gas,3,4,95,95_pdd_0022a_070116.pdf
A.4.5. Public funding of the project activity:,4,5,95,95_pdd_0022a_070116.pdf
B.1. Title and reference of the approved baseline methodology applied to the project activity:,5,5,95,95_pdd_0022a_070116.pdf
B.1.1. Justification of the choice of the methodology and why it is applicable to the project,5,5,95,95_pdd_0022a_070116.pdf
B.2. Description of how the methodology is applied in the context of the project activity:,5,9,95,95_pdd_0022a_070116.pdf
B.3. Description of how the anthropogenic emissions of GHG by sources are reduced below those,9,14,95,95_pdd_0022a_070116.pdf
B.4. Description of how the definition of the project boundary related to the baseline methodology,14,14,95,95_pdd_0022a_070116.pdf
"B.5. Details of baseline information, including the date of completion of the baseline study and the",14,16,95,95_pdd_0022a_070116.pdf
C.1 Duration of the project activity:,16,16,95,95_pdd_0022a_070116.pdf
C.1.1. Starting date of the project activity:,16,16,95,95_pdd_0022a_070116.pdf
C.1.2. Expected operational lifetime of the project activity:,16,16,95,95_pdd_0022a_070116.pdf
C.2 Choice of the crediting period and related information:,16,16,95,95_pdd_0022a_070116.pdf
C.2.1. Renewable crediting period,16,16,95,95_pdd_0022a_070116.pdf
C.2.2. Fixed crediting period:,16,17,95,95_pdd_0022a_070116.pdf
D.1. Name and reference of approved monitoring methodology applied to the project activity:,17,17,95,95_pdd_0022a_070116.pdf
D.2. Justification of the choice of the methodology and why it is applicable to the project activity:,17,22,95,95_pdd_0022a_070116.pdf
D.2.3. Treatment of leakage in the monitoring plan,22,22,95,95_pdd_0022a_070116.pdf
"D.2.4. Description of formulae used to estimate emission reductions for the project activity (for each gas, source, formulae/algorithm, emissions",22,22,95,95_pdd_0022a_070116.pdf
D.3. Quality control (QC) and quality assurance (QA) procedures are being undertaken for data monitored,22,23,95,95_pdd_0022a_070116.pdf
D.4 Please describe the operational and management structure that the project operator will implement in order to monitor emission reductions and,23,24,95,95_pdd_0022a_070116.pdf
D.5 Name of person/entity determining the monitoring methodology:,24,25,95,95_pdd_0022a_070116.pdf
E.1. Estimate of GHG emissions by sources:,25,25,95,95_pdd_0022a_070116.pdf
E.2. Estimated leakage:,25,25,95,95_pdd_0022a_070116.pdf
E.3. The sum of E.1 and E.2 representing the project activity emissions:,25,25,95,95_pdd_0022a_070116.pdf
E.4. Estimated anthropogenic emissions by sources of greenhouse gases of the baseline:,25,25,95,95_pdd_0022a_070116.pdf
E.5. Difference between E.4 and E.3 representing the emission reductions of the project,25,25,95,95_pdd_0022a_070116.pdf
E.6. Table providing values obtained when applying formulae above:,25,27,95,95_pdd_0022a_070116.pdf
"F.1. Documentation on the analysis of the environmental impacts, including transboundary",27,28,95,95_pdd_0022a_070116.pdf
F.2. If environmental impacts are considered significant by the project participants or the,28,29,95,95_pdd_0022a_070116.pdf
G.1. Brief description how comments by local stakeholders have been invited and compiled:,29,29,95,95_pdd_0022a_070116.pdf
G.2. Summary of the comments received:,29,29,95,95_pdd_0022a_070116.pdf
G.3. Report on how due account was taken of any comments received:,29,29,95,95_pdd_0022a_070116.pdf
1.7 Conditions prior to project initiation:,1,1,560,560_proj_desc_560_25nov2010.pdf
1.8 A description of how the project will achieve GHG emission reductions,1,1,560,560_proj_desc_560_25nov2010.pdf
"1.9 Project technologies, products, services and the expected level of activity:",1,1,560,560_proj_desc_560_25nov2010.pdf
1.10 Compliance with relevant local laws and regulations related to the project:,1,1,560,560_proj_desc_560_25nov2010.pdf
1.11 Identification of risks that may substantially affect the project’s GHG,1,1,560,560_proj_desc_560_25nov2010.pdf
1.12 Demonstration to confirm that the project was not implemented to create,1,1,560,560_proj_desc_560_25nov2010.pdf
1.13 Demonstration that the project has not created another form of,1,1,560,560_proj_desc_560_25nov2010.pdf
1.14 Project rejected under other GHG programs (if applicable):,1,1,560,560_proj_desc_560_25nov2010.pdf
"1.15 Project proponents roles and responsibilities, including contact information",1,1,560,560_proj_desc_560_25nov2010.pdf
1.16 Any information relevant for the eligibility of the project and quantification,1,1,560,560_proj_desc_560_25nov2010.pdf
1.17 List of commercially sensitive information (if applicable):,1,2,560,560_proj_desc_560_25nov2010.pdf
